Pirate Name,Pirate URL,Portrait URL,Crew Rank,Crew Job,Crew Name,Flag Role,Flag Name,Navy Rank,Navy Name,Navy Archipelago,Owns Count,Owns List,Manages Count,Manages List,Stalls Count,Stalls List,Houses Count,Houses List,Hearties Count,Hearties List,Reputation Conqueror,Reputation Explorer,Reputation Magnate,Reputation Patron,Skill Category Alchemistry,Skill Category Battle Navigation,Skill Category Bilging,Skill Category Blacksmithing,Skill Category Carpentry,Skill Category Distilling,Skill Category Drinking,Skill Category Foraging,Skill Category Gunning,Skill Category Hearts,Skill Category Navigating,Skill Category Patching,Skill Category Poker,Skill Category Rigging,Skill Category Rumble,Skill Category Sailing,Skill Category Shipwrightery,Skill Category Spades,Skill Category Swordfighting,Skill Category Treasure Drop,Skill Category Treasure Haul,Skill Category Weaving,Skill Experience Alchemistry,Skill Experience Battle Navigation,Skill Experience Bilging,Skill Experience Blacksmithing,Skill Experience Carpentry,Skill Experience Distilling,Skill Experience Drinking,Skill Experience Foraging,Skill Experience Gunning,Skill Experience Hearts,Skill Experience Navigating,Skill Experience Patching,Skill Experience Poker,Skill Experience Rigging,Skill Experience Rumble,Skill Experience Sailing,Skill Experience Shipwrightery,Skill Experience Spades,Skill Experience Swordfighting,Skill Experience Treasure Drop,Skill Experience Treasure Haul,Skill Experience Weaving,Skill Reputation Alchemistry,Skill Reputation Battle Navigation,Skill Reputation Bilging,Skill Reputation Blacksmithing,Skill Reputation Carpentry,Skill Reputation Distilling,Skill Reputation Drinking,Skill Reputation Foraging,Skill Reputation Gunning,Skill Reputation Hearts,Skill Reputation Navigating,Skill Reputation Patching,Skill Reputation Poker,Skill Reputation Rigging,Skill Reputation Rumble,Skill Reputation Sailing,Skill Reputation Shipwrightery,Skill Reputation Spades,Skill Reputation Swordfighting,Skill Reputation Treasure Drop,Skill Reputation Treasure Haul,Skill Reputation Weaving
Skinnyminnie,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=skinnyminnie,http://emerald.puzzlepirates.com/media/emerald/portraits/135/86eb337437d2aef1cff94f40b501a.jpg,Senior Officer,,Just Vibes,Lady,Aftermath,Admiral,Aimuari Island Navy,Orion,3,Dress to Impress on Aimuari Island | Brig | Don't Kill My Vibe on Armstrong Island,9,Killer Krafts on The Lowland Hundred | Rum The Jewels on Armstrong Island | Banana Boats on Sayers Rock | Steel Dre on Armstrong Island | Renaissance on Sayers Rock | Man of Steel on Barbary Island | Deadwood on Barbary Island | Wayland Smith on Sayers Rock | Skelly Rum on Barbary Island,1,Skinnyminnie's Tailoring Stall on Aimuari Island,6,Villa of the Damned on Aimuari Island | Cthulhu Mansion on Admiral Island | Be Our Guest Gallery on Armstrong Island | Spamalot on Bowditch Island | Tomb of the Hallowed Soul on Aimuari Island | Tomb of the Hallowed Soul on Aimuari Island,8,Gabebone | Ghostdoctors | Gurbo | Helium | Herse | Joediggity | Venom | Xpac,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Broad,Solid,Weighty,Solid,Illustrious,Apprentice,Novice,Expert,Expert,Novice,Illustrious,Paragon,Solid,Narrow,Narrow,Revered,Expert,Novice,Broad,Narrow,Illustrious,Novice,Distinguished,Master,Proficient,Distinguished,Distinguished,Able,Able,Master,Proficient,Able,Proficient,Distinguished,Renowned,Able,Proficient,Respected,Respected,Able,Grand-Master,Proficient,Distinguished,Able
Gurbo,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=gurbo,http://emerald.puzzlepirates.com/media/emerald/portraits/bb2/efd2916be6dbe76842df5306d0957.jpg,Captain,Explosives Expert,Just Vibes,Prince,Aftermath,Admiral,Admiral Island Navy,Gull,2,You Dirty Oar on Marlowe Island | Impostor Fort on Marlowe Island,8,Rum The Jewels on Armstrong Island | Banana Boats on Sayers Rock | Steel Dre on Armstrong Island | Renaissance on Sayers Rock | Man of Steel on Barbary Island | Deadwood on Barbary Island | Wayland Smith on Sayers Rock | Skelly Rum on Barbary Island,0,,7,Shack eel Oh Kneel on Blackthorpe Island | Caddyshack on Admiral Island | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Minute House on Greenwich Island | Bedside Manors on Admiral Island | Be Our Guest Gallery on Armstrong Island,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Broad,Expert,Paragon,Expert,Sublime,Broad,Narrow,Weighty,Revered,Weighty,Expert,Weighty,Paragon,Illustrious,Broad,Expert,Expert,Neophyte,Paragon,Narrow,Expert,Neophyte,Proficient,Ultimate,Respected,Renowned,Distinguished,Proficient,Proficient,Distinguished,Ultimate,Proficient,Respected,Master,Master,Master,Renowned,Master,Distinguished,Able,Master,Able,Ultimate,Proficient
Venom,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=venom,http://emerald.puzzlepirates.com/media/emerald/portraits/cda/7eb3a23f894fc503765352e37dc77.jpg,Senior Officer,,Just Vibes,Princess,Aftermath,Petty Officer,Admiral Island Navy,Gull,0,,0,,0,,4,Bedside Manors on Admiral Island | Bedside Manors on Admiral Island | Bedside Manors on Admiral Island | The Great Estate on Admiral Island,10,Gurbo | Helium | Joeythekid | Majestrate | Mischievious | Pistacho | Recary | Skinnyminnie | Velta | Xpac,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Novice,Novice,Novice,Neophyte,Novice,Novice,Novice,Narrow,Novice,Novice,Solid,Novice,Novice,Novice,Narrow,Neophyte,Novice,Novice,Novice,Neophyte,Neophyte,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Distinguished,Able,Able,Able,Able,Able,Able,Proficient,Able,Able,Distinguished
Anthwax,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=anthwax,http://emerald.puzzlepirates.com/media/emerald/portraits/cd5/54bc4f1c363a0e4493e8e0f7b2b9f.jpg,Senior Officer,,Just Vibes,Lord,Aftermath,Lieutenant Commander,Scrimshaw Island Navy,Stork,0,,0,,0,,5,Sigil Shack on Sayers Rock | Shack Macaque on Alkaid Island | Caddyshack on Admiral Island | Row Me Daddy on Admiral Island | Cottage Cove on Scrimshaw Island,3,Ghostdoctors | Skinnyminnie | Syrupmaker,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Solid,Paragon,Narrow,Paragon,Novice,Novice,Narrow,Solid,Apprentice,Weighty,Paragon,Expert,Weighty,Neophyte,Solid,Neophyte,Novice,Solid,Neophyte,Weighty,Novice,Able,Distinguished,Renowned,Proficient,Master,Able,Distinguished,Proficient,Master,Able,Distinguished,Legendary,Grand-Master,Distinguished,Proficient,Proficient,Able,Able,Master,Distinguished,Distinguished,Able
Erectbacon,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=erectbacon,http://emerald.puzzlepirates.com/media/emerald/portraits/4cf/9cd47fae102bb6798213a1ec8acf0.jpg,Senior Officer,,Just Vibes,Lord,Aftermath,Lieutenant,Aimuari Island Navy,Orion,0,,0,,0,,2,Pine Boxes on Aimuari Island | Jonestown Houses on Aimuari Island,1,Fufuru,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Broad,Novice,Solid,Broad,Solid,Illustrious,Novice,Narrow,Weighty,Novice,Weighty,Expert,Neophyte,Weighty,Novice,Solid,Solid,Novice,Novice,Novice,Solid,Broad,Distinguished,Able,Respected,Respected,Master,Respected,Able,Master,Renowned,Able,Ultimate,Renowned,Respected,Ultimate,Able,Master,Renowned,Able,Able,Proficient,Legendary,Master
Ghostdoctors,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=ghostdoctors,http://emerald.puzzlepirates.com/media/emerald/portraits/5f2/52eb3fd72311e16a1247a4df39912.jpg,Senior Officer,,Just Vibes,Lord,Aftermath,Lieutenant,Admiral Island Navy,Gull,0,,1,Dress to Impress on Aimuari Island,0,,3,Sidekick Shacks on Barbary Island | Row Me Daddy on Admiral Island | Caddyshack on Admiral Island,3,Captainlefka | Princessmg | Squishat,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Solid,Solid,Neophyte,Expert,Novice,Novice,Solid,Solid,Narrow,Solid,Solid,Solid,Solid,Narrow,Paragon,Broad,Broad,Illustrious,Neophyte,Weighty,Novice,Able,Ultimate,Respected,Proficient,Respected,Proficient,Proficient,Respected,Distinguished,Able,Distinguished,Respected,Distinguished,Respected,Proficient,Grand-Master,Distinguished,Proficient,Master,Able,Master,Able
Drelbatish,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=drelbatish,http://emerald.puzzlepirates.com/media/emerald/portraits/cd8/25381f84db8318fe8b20f56465f5a.jpg,Senior Officer,,Thank You Next,Lord,Pull Out,Lieutenant,Aimuari Island Navy,Orion,1,Necromantically Forged on Aimuari Island,0,,0,,3,Caddyshack on Admiral Island | Sigil Shack on Sayers Rock | Villa Las Vegas on Admiral Island,2,Agumon | Kingbeverly,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Apprentice,Solid,Weighty,Solid,Weighty,Solid,Apprentice,Narrow,Broad,Novice,Solid,Broad,Paragon,Weighty,Novice,Expert,Illustrious,Novice,Narrow,Neophyte,Solid,Apprentice,Proficient,Legendary,Master,Renowned,Distinguished,Proficient,Able,Distinguished,Proficient,Able,Able,Distinguished,Renowned,Ultimate,Able,Respected,Grand-Master,Able,Grand-Master,Master,Distinguished,Proficient
Evrie,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=evrie,http://emerald.puzzlepirates.com/media/emerald/portraits/178/06d8c56ac87be935235252ad3548e.jpg,Senior Officer,First Mate,Krabby Patty Patrol,Prince,Good Vibes Only,Lieutenant Commander,Manu Island Navy,Eagle,5,The Flimsy Fort on Manu Island | Spicy Vibes on Sayers Rock | Grape Vine Originals on Sayers Rock | Waka Workshop on Manu Island | Straight Outta Cotton on Armstrong Island,2,Gunpowder & Valor Operations on Sayers Rock | The Flimsy Hideout on Ix Chel,7,Evrie's Distilling Stall on Aimuari Island | Evrie's Ironworking Stall on Armstrong Island | Evrie's Ironworking Stall on Aimuari Island | Evrie's Apothecary Stall on Armstrong Island | Evrie's Apothecary Stall on Aimuari Island | Evrie's Distilling Stall on Armstrong Island | Evrie's Furnishing Stall on Aimuari Island,8,Caddyshack on Admiral Island | The Dove Shack on Armstrong Island | Row Me Daddy on Admiral Island | Caddyshack on Admiral Island | Caddyshack on Admiral Island | Bunga Lowrider on Armstrong Island | King Kottage on Admiral Island | Row Me Daddy on Admiral Island,16,Adrielle | Catalystic | Celtuce | Flimm | Freaper | Getpillaged | Jazzmy | Katanatrauma | Mickkey | Nightengaled | Obaider | Pilipala | Platibo | Sanguinem | Skurvy | Vera,Established,Celebrated,Eminent,Obscure,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Expert,Paragon,Weighty,Solid,Broad,Weighty,Broad,Solid,Weighty,Broad,Expert,Solid,Solid,Broad,Narrow,Illustrious,Paragon,Broad,Illustrious,Broad,Expert,Solid,Legendary,Respected,Renowned,Respected,Able,Distinguished,Respected,Master,Respected,Able,Respected,Distinguished,Able,Able,Proficient,Legendary,Renowned,Proficient,Respected,Proficient,Distinguished,Master
Flimm,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=flimm,http://emerald.puzzlepirates.com/media/emerald/portraits/cf4/c1ba396ab65e3723a2aac6404f801.jpg,Captain,Old Salt,No Drama Llamas,King,Good Vibes Only,Sailor,Admiral Island Navy,Gull,0,,7,The Flimsy Fort on Manu Island | Spicy Vibes on Sayers Rock | Gunpowder & Valor Operations on Sayers Rock | Grape Vine Originals on Sayers Rock | Waka Workshop on Manu Island | The Flimsy Hideout on Ix Chel | The Mighty Weave on Caravanserai Island,1,Evrie's Apothecary Stall on Armstrong Island,9,Mayfair Mansions on Pukru Island | Row Me Daddy on Admiral Island | Bedside Manors on Admiral Island | Cabin Fever on Admiral Island | Cottagious Disease on Aimuari Island | Bedside Manors on Admiral Island | Bedside Manors on Admiral Island | Cthulhu Mansion on Admiral Island | Eccentric Estates on Arakoua Island,1,Adrielle,Aspiring,Established,Renowned,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Solid,Expert,Narrow,Broad,Neophyte,Novice,Solid,Solid,Solid,Narrow,Neophyte,Broad,Narrow,Novice,Paragon,Narrow,Novice,Solid,Neophyte,Expert,Novice,Respected,Grand-Master,Distinguished,Proficient,Proficient,Proficient,Distinguished,Distinguished,Able,Proficient,Able,Able,Master,Able,Proficient,Master,Able,Able,Respected,Able,Distinguished,Proficient
Adrielle,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=adrielle,http://emerald.puzzlepirates.com/media/emerald/portraits/320/53e311dec10ab53337e536dd68f74.jpg,Senior Officer,First Mate,No Drama Llamas,Princess,Good Vibes Only,Admiral,Admiral Island Navy,Gull,1,Gunpowder & Valor Operations on Sayers Rock,2,Spicy Vibes on Sayers Rock | Grape Vine Originals on Sayers Rock,0,,11,The Dove Shack on Armstrong Island | The Cuckoo's Nest on Quetzal Island | Homestead Hut on Lincoln Island | Bedside Manors on Admiral Island | Adobe Abode on Chachapoya Island | King Kottage on Admiral Island | Row Me Daddy on Admiral Island | Bedside Manors on Admiral Island | Bedside Manors on Admiral Island | Cthulhu Mansion on Admiral Island | The Great Estate on Admiral Island,1,Flimm,Obscure,Renowned,Eminent,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Expert,Weighty,Sublime,Solid,Sublime,Paragon,Narrow,Weighty,Expert,Broad,Illustrious,Paragon,Narrow,Paragon,Narrow,Revered,Illustrious,Novice,Broad,Narrow,Paragon,Broad,Master,Respected,Grand-Master,Respected,Master,Renowned,Able,Renowned,Respected,Able,Distinguished,Ultimate,Distinguished,Master,Respected,Ultimate,Respected,Able,Respected,Proficient,Master,Master
Getpillaged,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=getpillaged,http://emerald.puzzlepirates.com/media/emerald/portraits/74f/9fbea21b702db68ed308ff6c88d36.jpg,Captain,Blacksmith,Krabby Patty Patrol,Prince,Good Vibes Only,Lieutenant,Manu Island Navy,Eagle,2,Barnacle & Bronze on Arakoua Island | Sweet Victory Bladeworks on Caravanserai Island,4,Spicy Vibes on Sayers Rock | Gunpowder & Valor Operations on Sayers Rock | Grape Vine Originals on Sayers Rock | Waka Workshop on Manu Island,3,Doajig's Distilling Stall on Aimuari Island | Doajig's Weaving Stall on Admiral Island | Doajig's Weaving Stall on Ilha da Aguia,9,Riemann Slums on Descartes Isle | Stab In Cabin on Aimuari Island | Crystal Ball on Sayers Rock | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Cheesy Pun on Wensleydale | Couple Whips on Sayers Rock | Row Me Daddy on Admiral Island | Villa of the Damned on Aimuari Island,28,Adrielle | Alascca | Angelxx | Apl | Bashoba | Bekwreck | Bridgeet | Celtuce | Daintique | Deniedcellar | Doajig | Emerlaus | Ephigee | Evrie | Flimm | Freaper | Goldenbears | Hopsy | Jazzmy | Lillybells | Ltbolt | Mickkey | Mintt | Neptimus | Nightengaled | Skurvy | Wrenchgoboom | Zaiita,Obscure,Established,Established,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Expert,Expert,Weighty,Weighty,Broad,Novice,Solid,Solid,Apprentice,Solid,Broad,Solid,Solid,Apprentice,Solid,Solid,Novice,Solid,Apprentice,Weighty,Broad,Distinguished,Distinguished,Respected,Master,Proficient,Proficient,Proficient,Distinguished,Proficient,Able,Able,Proficient,Legendary,Able,Master,Proficient,Distinguished,Able,Master,Able,Respected,Respected
Nightengaled,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=nightengaled,http://emerald.puzzlepirates.com/media/emerald/portraits/27b/49c5fc00da9c5d1aabb655eebbd74.jpg,Captain,Siren,Salty Sirens,Princess,Good Vibes Only,Admiral,Aimuari Island Navy,Orion,0,,4,Spicy Vibes on Sayers Rock | Gunpowder & Valor Operations on Sayers Rock | Grape Vine Originals on Sayers Rock | Waka Workshop on Manu Island,0,,10,Bungallows on Aimuari Island | Cottagious Disease on Aimuari Island | Emu-ving on Up on Quetzal Island | Only a Manor of Time on Aimuari Island | Manor of Steel on Barbary Island | Villa of the Damned on Aimuari Island | Cottagious Disease on Aimuari Island | Row Me Daddy on Admiral Island | Mayfair Mansions on Pukru Island | The Kids They Call It Goonies on Sayers Rock,11,Amayabella | Apl | Freaper | Getpillaged | Harvdog | Hopsy | Lintmint | Meowzart | Ottilia | Vera | Wrenchgoboom,Rumored,Established,Celebrated,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Weighty,Solid,Sublime,Paragon,Expert,Expert,Apprentice,Sublime,Solid,Novice,Illustrious,Expert,Solid,Expert,Broad,Revered,Expert,Novice,Solid,Apprentice,Paragon,Weighty,Respected,Distinguished,Distinguished,Distinguished,Proficient,Distinguished,Able,Ultimate,Able,Able,Proficient,Master,Grand-Master,Proficient,Able,Master,Proficient,Able,Able,Able,Proficient,Distinguished
Celtuce,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=celtuce,http://emerald.puzzlepirates.com/media/emerald/portraits/83b/104d9606e42e473118d1f662682c0.jpg,Senior Officer,Cultist,No Drama Llamas,Lady,Good Vibes Only,Stowaway,Lincoln Island Navy,Gull,0,,0,,0,,2,Love Shack on Caravanserai Island | Chatham Manor on Lincoln Island,1,Ylibee,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Solid,Solid,Novice,Narrow,Novice,Neophyte,Broad,Solid,Neophyte,Narrow,Broad,Broad,Novice,Novice,Weighty,Novice,Neophyte,Apprentice,Apprentice,Solid,Novice,Able,Distinguished,Proficient,Able,Able,Able,Able,Respected,Able,Able,Able,Proficient,Master,Able,Proficient,Proficient,Able,Able,Able,Able,Distinguished,Able
Daintique,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=daintique,http://emerald.puzzlepirates.com/media/emerald/portraits/593/b6a2bfadd54fd3c0c48886c22a100.jpg,Senior Officer,Food Taster,No Drama Llamas,Lady,Good Vibes Only,Commander,Aimuari Island Navy,Orion,0,,1,Sew It Seams on Admiral Island,0,,5,Caddyshack on Admiral Island | Bringing Town the House on Admiral Island | Bedside Manors on Admiral Island | Dead Mansion Walking on Aimuari Island | Sidekick Shacks on Barbary Island,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Broad,Solid,Expert,Expert,Sublime,Solid,Broad,Solid,Weighty,Solid,Paragon,Expert,Solid,Solid,Broad,Expert,Weighty,Broad,Solid,Solid,Sublime,Broad,Distinguished,Respected,Proficient,Legendary,Master,Proficient,Distinguished,Master,Distinguished,Proficient,Distinguished,Respected,Master,Proficient,Master,Master,Respected,Proficient,Grand-Master,Proficient,Proficient,Master
Elensar,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=elensar,http://emerald.puzzlepirates.com/media/emerald/portraits/358/8111b5b532f3cf7422e49739dbb7f.jpg,Senior Officer,,Krabby Patty Patrol,Lord,Good Vibes Only,Admiral,Admiral Island Navy,Gull,0,,0,,0,,3,Homestead Hut on Lincoln Island | King Kottage on Admiral Island | Villa of the Damned on Aimuari Island,39,Adrielle | Aezrehl | Andoran | Cafefe | Coxit | Cyla | Doyenne | Evrie | Flimm | Hacksawe | Hamdushi | Ingaga | Jazzmy | Jezerbell | Kamilia | Leshen | Lintmint | Lovernight | Meowstia | Meowzart | Mestia | Momogo | Nightengaled | Paleblade | Pifin | Pilipala | Rafaello | Rhimp | Scylant | Sleepiest | Sparek | Stanarchy-East | Sunchade | Swanilda | Sxxygal | Tinkkabell | Wraps | Wrenchgoboom | Yukiionna,Aspiring,Rumored,Noted,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Weighty,Paragon,Solid,Paragon,Solid,Narrow,Solid,Expert,Apprentice,Weighty,Solid,Solid,Paragon,Broad,Weighty,Solid,Novice,Solid,Narrow,Weighty,Narrow,Proficient,Respected,Master,Grand-Master,Master,Respected,Proficient,Legendary,Grand-Master,Able,Proficient,Master,Able,Master,Master,Master,Distinguished,Able,Respected,Able,Distinguished,Distinguished
Sirlimpsalot,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=sirlimpsalot,http://emerald.puzzlepirates.com/media/emerald/portraits/4d0/f53344116f0e9db0908283ef2ad3c.jpg,Captain,Mascot,Jolly Good,Lord,Good Vibes Only,Chief Petty Officer,Barbary Island Navy,Ibis,2,The Jolly Steel Co on Bowditch Island | Jolly Good Ships on Bowditch Island,0,,1,Riz's Apothecary Stall on Bowditch Island,5,Pine Boxes on Aimuari Island | Elongated Mansion on Barbary Island | Villa of the Damned on Aimuari Island | Villa Las Vegas on Admiral Island | Mortal Mansion on Armstrong Island,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Apprentice,Sublime,Weighty,Sublime,Sublime,Neophyte,Novice,Illustrious,Revered,Paragon,Revered,Weighty,Novice,Weighty,Paragon,Sublime,Paragon,Illustrious,Narrow,Novice,Expert,Novice,Able,Grand-Master,Distinguished,Legendary,Respected,Able,Able,Ultimate,Respected,Master,Proficient,Respected,Able,Proficient,Grand-Master,Master,Master,Renowned,Proficient,Able,Legendary,Able
Tullu,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=tullu,http://emerald.puzzlepirates.com/media/emerald/portraits/960/2eb4652fca3263c57a7c7e1589387.jpg,Senior Officer,First Mate,Jolly Good,Lord,Good Vibes Only,Chief Petty Officer,Aimuari Island Navy,Orion,0,,0,,0,,2,Adobe Abode on Chachapoya Island | Only a Manor of Time on Aimuari Island,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Neophyte,Expert,Weighty,Solid,Solid,Novice,Novice,Weighty,Weighty,Narrow,Expert,Expert,Solid,Expert,Apprentice,Solid,Solid,Neophyte,Broad,Neophyte,Expert,Solid,Proficient,Grand-Master,Proficient,Distinguished,Proficient,Able,Proficient,Renowned,Proficient,Able,Distinguished,Renowned,Able,Distinguished,Respected,Distinguished,Proficient,Able,Respected,Distinguished,Respected,Respected
